gene_id,L1,L2,L3,R1,R2,R3
MSTRG.306|Solyc01g005910.3,7111,8459,6462,4184,5577,5066
MSTRG.304|Solyc01g005920.2,621,726,534,1466,2073,1613
MSTRG.307|Solyc01g005930.3,974,1165,1016,133,168,100
MSTRG.309|Solyc01g005950.3,4641,5094,3627,9644,12404,12075
MSTRG.310|Solyc01g005970.3,759,925,548,5080,6265,5556
MSTRG.312,28,16,13,901,1218,1358
MSTRG.313|Solyc01g005980.3,316,346,229,1210,1567,1484
MSTRG.314|Solyc01g005990.3,6890,7919,6535,2827,3346,3417
MSTRG.315|Solyc01g006000.3,913,1095,761,3436,4456,3857
MSTRG.316|Solyc01g006010.3,1341,1443,1170,2858,4040,3126
MSTRG.317|Solyc01g006020.3,3554,4727,3908,1945,2162,1946
Solyc01g006050.2|Solyc01g006050.2,5,4,0,131,206,139
MSTRG.318|Solyc01g006060.3,33,34,14,1541,1911,1762
MSTRG.319|Solyc01g006070.2,47,66,61,459,546,495
MSTRG.322|Solyc01g006100.3,1809,2418,1618,4193,5709,5119
MSTRG.323|Solyc01g006110.3,3311,3779,2866,7238,9544,8776
MSTRG.326|Solyc01g006140.3,1826,1968,1341,493,502,345
MSTRG.327|Solyc01g006150.3,15148,17916,13901,28624,36857,39327
MSTRG.327|Solyc01g006160.3,5165,6392,4742,14331,16016,16015
MSTRG.328|Solyc01g006170.3,1124,1502,1108,4428,5516,5655
MSTRG.330|Solyc01g006195.1,166,143,79,154,260,168
MSTRG.329|Solyc01g006200.3,270,294,301,522,708,667
MSTRG.331|Solyc01g006210.3,315,401,227,548,763,633
MSTRG.334|Solyc01g006230.3,3639,4138,3009,7164,9464,8673
MSTRG.333|Solyc01g006240.3,209,318,161,790,834,716
MSTRG.335|Solyc01g006250.2,188,145,208,180,260,281
MSTRG.336|Solyc01g006260.3,477,608,410,763,884,915
MSTRG.338|Solyc01g006280.3,24292,29005,21031,37216,48605,45334
MSTRG.339|Solyc01g006290.3,840,701,393,1623,3840,2148
MSTRG.340|Solyc01g006300.3,6446,4539,4696,2287,4779,3621
MSTRG.349|Solyc01g006400.3,13812,12927,9115,12140,16506,12003
Solyc01g006440.2|Solyc01g006440.2,0,4,0,33,17,6
MSTRG.350|Solyc01g006430.3,38901,41071,28620,67265,84148,78952
MSTRG.352|Solyc01g006480.3,744,552,554,1777,2256,2062
MSTRG.351|Solyc01g006450.3,5943,6676,4364,2167,2788,2702
MSTRG.353|Solyc01g006490.3,1084,1181,933,2757,3816,3386
MSTRG.354|Solyc01g006500.3,1596,2132,1237,1083,1324,1295
MSTRG.355|Solyc01g006520.3,1925,2274,1619,225,341,235
MSTRG.356|Solyc01g006510.3,22789,24794,17824,6268,7363,6904
Solyc01g006545.1|Solyc01g006545.1,0,0,0,0,0,0
Solyc01g006550.3|Solyc01g006550.3,26,11,11,0,0,0
MSTRG.357|Solyc01g006540.3,3379,4632,2243,17,27,8
Solyc01g006575.1|Solyc01g006575.1,6,4,2,18,27,44
Solyc01g006620.3|Solyc01g006620.3,3,16,0,430,588,288
MSTRG.359|Solyc01g006580.3,4,11,5,3216,4794,4032
Solyc01g006640.1|Solyc01g006640.1,7,19,12,8,22,0
MSTRG.358|Solyc01g006565.1,0,0,0,0,0,0
MSTRG.358|Solyc01g006560.3,17399,22744,17079,0,0,5
MSTRG.361|Solyc01g006665.1,0,0,0,1,0,0
MSTRG.361|Solyc01g006650.2,185,195,95,756,814,671
MSTRG.362|Solyc01g006660.2,104,100,130,1979,2129,2586
MSTRG.360|Solyc01g006630.3,1763,2277,1555,6022,7731,7505
MSTRG.363|Solyc01g006680.3,0,9,0,104,43,35
MSTRG.363|Solyc01g006670.2,172,343,225,1460,2224,1821
MSTRG.364|Solyc01g006690.3,2279,2418,1697,4825,6176,5609
MSTRG.366|Solyc01g006700.3,3339,4341,2901,8138,10400,10494
MSTRG.367|Solyc01g006710.3,1704,2084,1526,6387,8750,7599
Solyc01g006730.3|Solyc01g006730.3,4,22,0,7,11,0
MSTRG.365|Solyc01g006740.3,471,638,437,1664,2288,2288
MSTRG.368|Solyc01g006720.3,13336,13696,9199,7811,9617,8474
MSTRG.369|Solyc01g006780.3,646,608,509,741,872,1079
MSTRG.370|Solyc01g006790.2,1444,1593,910,1723,2674,2322
MSTRG.371|Solyc01g006800.3,4074,4601,2988,14608,18758,17815
MSTRG.372|Solyc01g006810.3,2134,2662,1830,2311,3084,3217
MSTRG.373|Solyc01g006820.2,658,618,694,947,1244,1155
MSTRG.374|Solyc01g006825.1,10458,11453,8437,15403,18281,20146
MSTRG.376|Solyc01g006840.3,10,12,0,641,801,809
MSTRG.375|Solyc01g006830.3,14043,18526,15230,7590,9855,9720
MSTRG.377|Solyc01g006850.1,179,177,145,297,379,386
MSTRG.378|Solyc01g006870.3,4083,4694,3300,5832,8219,6931
MSTRG.378|Solyc01g006860.3,138,175,103,381,488,442
MSTRG.379|Solyc01g006880.3,3772,4602,2956,6691,9523,6956
MSTRG.380|Solyc01g006890.3,1339,1298,1072,5355,7054,6331
Solyc01g006910.3|Solyc01g006910.3,65,57,41,88,123,137
Solyc01g006920.3|Solyc01g006920.3,30,41,28,251,354,352
Solyc01g006925.1|Solyc01g006925.1,5,31,2,39,84,77
MSTRG.383|Solyc01g006930.3,528,570,312,6570,7920,7808
MSTRG.381|Solyc01g006900.3,6780,7117,5074,27554,33238,31615
MSTRG.384|Solyc01g006950.3,8,4,0,2037,3716,3769
MSTRG.382|Solyc01g006940.3,13764,16381,11628,1130,1329,1346
MSTRG.385|Solyc01g006960.3,3740,3769,2849,11540,15636,13224
MSTRG.386|Solyc01g006970.3,3210,3803,2240,6374,8457,7203
MSTRG.390|Solyc01g007010.2,417,320,298,3156,1985,5170
MSTRG.393|Solyc01g007030.3,5,7,2,3315,2748,5915
MSTRG.391|Solyc01g007020.3,165,171,108,1702,1663,2967
MSTRG.392|Solyc01g007025.1,1,9,6,71,85,140
MSTRG.388|Solyc01g006990.3,1480,1459,1095,3764,4744,4309
MSTRG.387|Solyc01g006980.3,9034,10403,7374,7685,10434,11461
MSTRG.395|Solyc01g007060.3,1361,1559,979,2314,3332,2923
Solyc01g007080.3|Solyc01g007080.3,169,207,142,0,0,0
MSTRG.396|Solyc01g007070.3,2419,2649,1766,9205,9803,8042
MSTRG.397|Solyc01g007100.3,18582,19851,13910,917,1247,1154
MSTRG.398|Solyc01g007110.3,666,1064,441,3413,5794,3816
MSTRG.399|Solyc01g007120.3,3185,3336,2618,7398,7763,9634
MSTRG.400|Solyc01g007130.3,2480,2653,2035,15032,20225,16618
MSTRG.401|Solyc01g007140.3,526,461,397,2419,3626,3117
MSTRG.403|Solyc01g007160.3,247,274,181,493,535,512
MSTRG.404|Solyc01g007170.3,156,83,72,3358,3727,4677
MSTRG.406|Solyc01g007180.3,188,323,141,708,897,799
MSTRG.405|Solyc01g007190.3,165,173,82,708,884,837
MSTRG.402|Solyc01g007150.3,7748,8583,6319,22143,30987,29459
Solyc01g007200.2|Solyc01g007200.2,33,14,0,69,84,99
MSTRG.407|Solyc01g007220.3,918,883,517,20002,25381,26872
MSTRG.408|Solyc01g007230.3,795,931,711,1710,2010,1886
Solyc01g007240.3|Solyc01g007240.3,16,0,12,7,40,8
MSTRG.409|Solyc01g007250.3,969,1111,718,3171,4039,4047
MSTRG.410|Solyc01g007260.3,215,267,190,3130,3921,3640
MSTRG.411|Solyc01g007270.1,0,0,0,3,5,5
MSTRG.411|Solyc01g007265.1,801,828,858,809,980,1077
MSTRG.412|Solyc01g007740.3,4474,4981,3736,3637,4765,4339
MSTRG.416|Solyc01g007780.3,574,580,355,4148,4753,4169
MSTRG.415|Solyc01g007770.2,102,76,79,60,84,258
MSTRG.413|Solyc01g007750.3,2572,3004,2164,362,332,308
MSTRG.414|Solyc01g007760.3,2556,2749,2060,3348,4543,4280
MSTRG.417|Solyc01g007800.3,194,138,98,178,262,301
MSTRG.420|Solyc01g007790.3,873,935,752,1268,1910,1672
MSTRG.418|Solyc01g007810.1,1274,1247,1023,68,123,128
MSTRG.419|Solyc01g007830.2,585,765,461,1753,2007,1635
MSTRG.419|Solyc01g007840.3,126,176,165,352,481,326
MSTRG.423|Solyc01g007870.3,154,156,186,44,48,59
MSTRG.421|Solyc01g007850.2,2528,3396,2275,1903,2755,2095
MSTRG.421|Solyc01g007855.1,36,69,60,166,168,199
MSTRG.422|Solyc01g007860.3,7952,9345,7070,24253,29203,28170
MSTRG.425|Solyc01g007880.3,3003,3656,2590,1804,2295,1792
MSTRG.424|Solyc01g007890.2,1086,1343,791,936,1133,1135
MSTRG.426|Solyc01g007895.1,162,141,58,6384,7788,8350
MSTRG.427|Solyc01g007900.3,1619,1629,1142,3705,4731,4987
Solyc01g007940.3|Solyc01g007940.3,5,0,9,0,4,0
MSTRG.432|Solyc01g007960.3,4,0,0,1185,1492,1358
Solyc01g007950.3|Solyc01g007950.3,0,0,0,0,0,0
MSTRG.431|Solyc01g007955.1,417,522,191,619,875,511
MSTRG.428|Solyc01g007910.3,4896,5594,4079,22233,27062,30233
MSTRG.429|Solyc01g007930.3,637,740,462,1200,1730,1264
MSTRG.430|Solyc01g007920.2,1279,1856,1294,1637,2407,2247
Solyc01g007970.2|Solyc01g007970.2,0,0,0,301,261,412
MSTRG.433|Solyc01g007980.3,2214,2478,1458,546,557,404
MSTRG.434|Solyc01g007990.3,531,612,393,1988,2360,1905
MSTRG.435|Solyc01g008000.3,10322,11603,8741,32576,40611,38404
Solyc01g008005.1|Solyc01g008005.1,0,0,0,3,6,0
MSTRG.438|Solyc01g008030.3,0,0,0,871,761,851
MSTRG.440|Solyc01g008050.3,7,3,0,2011,2257,1906
MSTRG.439|Solyc01g008040.1,4,0,0,201,218,200
MSTRG.436|Solyc01g008010.3,4032,4755,3132,1365,1688,1560
MSTRG.437|Solyc01g008020.3,3639,4484,2849,11666,15785,13912
MSTRG.441|Solyc01g008060.3,3138,3634,2722,7073,9558,8862
MSTRG.442|Solyc01g008100.3,2019,2177,1555,2950,3830,3515
MSTRG.446|Solyc01g008080.3,0,0,0,0,0,0
MSTRG.445|Solyc01g008070.3,3002,3383,2433,1099,1424,1153
MSTRG.446|Solyc01g008090.3,22591,25957,20535,62574,76600,74131
MSTRG.444|Solyc01g008115.1,0,0,0,0,0,0
MSTRG.443|Solyc01g008110.3,43543,48584,30414,59787,75659,72241
MSTRG.447|Solyc01g008130.3,71,79,77,3428,5037,3994
MSTRG.449|Solyc01g008140.3,1823,2032,1347,15188,18766,15573
MSTRG.448|Solyc01g008120.3,11603,12269,8497,21309,29443,23604
MSTRG.450|Solyc01g008150.1,339,423,352,271,76,130
MSTRG.450|Solyc01g008160.3,2152,3061,2126,1236,1870,2027
MSTRG.451|Solyc01g008170.3,3334,3673,2657,5989,7653,7522
MSTRG.452|Solyc01g008180.3,2244,2551,1839,3678,5146,5060
MSTRG.453|Solyc01g008190.3,927,1025,721,1754,2285,2334
MSTRG.453|Solyc01g008200.3,1,0,2,0,4,0
MSTRG.457|Solyc01g008220.3,14,5,16,131,610,559
MSTRG.457|Solyc01g008230.3,4134,4701,3588,6169,7926,6443
MSTRG.455|Solyc01g008260.3,369,378,237,611,867,632
MSTRG.456|Solyc01g008270.3,1749,2017,1238,6085,7196,8076
MSTRG.454|Solyc01g008240.3,0,0,0,0,0,0
MSTRG.454|Solyc01g008250.3,29985,36150,28695,705,978,928
MSTRG.458|Solyc01g008280.3,2083,2156,1518,4238,5752,4812
MSTRG.460|Solyc01g008300.2,20,31,6,576,745,611
MSTRG.459|Solyc01g008290.3,1497,1981,1452,4971,6026,6853
MSTRG.461|Solyc01g008310.3,7347,8075,5621,19605,25356,23552
MSTRG.463|Solyc01g008320.3,2662,2950,2146,5596,8199,6179
Solyc01g008350.3|Solyc01g008350.3,4,13,0,13,5,9
MSTRG.465|Solyc01g008340.3,1537,1505,1061,4631,5827,6047
MSTRG.464|Solyc01g008360.3,1599,1730,1106,4451,5748,5623
MSTRG.462|Solyc01g008330.3,17462,21474,14885,19040,25305,27383
Solyc01g008390.2|Solyc01g008390.2,0,0,0,0,4,0
Solyc01g008400.3|Solyc01g008400.3,62,52,17,175,369,232
Solyc01g008405.1|Solyc01g008405.1,2,0,0,5,39,0
Solyc01g008410.2|Solyc01g008410.2,2,0,0,1,0,3
Solyc01g008420.3|Solyc01g008420.3,122,65,80,76,122,65
MSTRG.466|Solyc01g008370.3,8131,8325,5966,25672,31549,29880
MSTRG.468|Solyc01g008440.3,1160,1231,860,1963,2531,2587
MSTRG.470|Solyc01g008460.3,497,545,502,1832,2078,2055
MSTRG.471|Solyc01g008470.3,698,919,619,2427,3061,3039
MSTRG.472|Solyc01g008480.3,1646,1672,1344,3217,4154,3427
MSTRG.472|Solyc01g008485.1,3,3,1,5,7,4
Solyc01g008500.3|Solyc01g008500.3,0,0,0,40,62,37
Solyc01g008497.1|Solyc01g008497.1,42,22,14,31,162,41
MSTRG.473|Solyc01g008493.1,686,828,536,1226,1407,1394
MSTRG.473|Solyc01g008490.3,2,11,12,17,40,22
MSTRG.474|Solyc01g008510.3,549,406,372,2,1,0
MSTRG.476|Solyc01g008520.3,140,215,119,401,634,465
MSTRG.477|Solyc01g008530.3,2401,3056,1859,2997,3575,3642
MSTRG.475|Solyc01g008550.4,8760,9865,7508,27256,34306,31908
MSTRG.478|Solyc01g008560.3,1051,1165,959,3850,6564,5829
MSTRG.479|Solyc01g008620.3,40,6,15,427,1105,664
MSTRG.482|Solyc01g008600.3,502,550,305,3720,4146,3887
MSTRG.483|Solyc01g008660.3,295,385,339,1223,1381,1067
MSTRG.484|Solyc01g008670.3,341,489,278,35,31,0
MSTRG.486|Solyc01g008690.3,20,0,6,1110,1518,1343
MSTRG.487|Solyc01g008700.3,1873,2109,1486,957,1252,1256
MSTRG.488|Solyc01g008730.3,764,779,494,2673,3310,3219
MSTRG.489|Solyc01g008760.3,356,408,266,947,1176,1164
MSTRG.490|Solyc01g008770.3,10649,11888,8017,11532,15055,13612
MSTRG.491|Solyc01g008780.3,8209,8863,6102,1830,2460,1828
MSTRG.493|Solyc01g008790.3,5443,5802,5036,2560,2845,2469
MSTRG.494|Solyc01g008800.2,645,560,518,3859,5814,4386
MSTRG.494|Solyc01g008810.3,1019,1208,888,2007,2456,2803
MSTRG.495|Solyc01g008830.2,813,678,506,17,4,11
MSTRG.496,1,4,0,0,0,0
MSTRG.492|Solyc01g008820.3,4993,6241,4535,8326,9839,9678
MSTRG.497|Solyc01g008840.3,2215,2549,1859,5868,7912,7187
MSTRG.499|Solyc01g008890.3,1901,2120,1483,1883,2356,2487
MSTRG.501|Solyc01g008900.3,652,683,693,761,1070,1205
MSTRG.500|Solyc01g008910.2,603,671,546,1549,1467,1243
MSTRG.498|Solyc01g008850.3,14952,18076,12837,3673,4608,3969
MSTRG.502|Solyc01g008925.1,9485,10757,8276,69,76,92
MSTRG.502|Solyc01g008920.3,6,5,5,0,2,2
MSTRG.503|Solyc01g008940.2,136,171,130,47,40,42
MSTRG.504|Solyc01g008930.4,1890,2452,1685,575,727,630
MSTRG.505|Solyc01g008950.3,4593,5237,3862,18214,22510,21723
MSTRG.506|Solyc01g008960.3,19161,21571,14340,84338,111128,95471
MSTRG.507|Solyc01g008970.3,27201,29636,19637,64939,82477,74751
MSTRG.508|Solyc01g008977.1,1064,893,828,2775,3469,3227
MSTRG.508|Solyc01g008973.1,0,0,0,0,0,0
MSTRG.508|Solyc01g008980.3,57,140,44,4,217,39
MSTRG.508|Solyc01g008990.3,72,138,5,329,585,507
MSTRG.509|Solyc01g009000.3,1938,2074,1509,5430,6045,6480
MSTRG.511|Solyc01g009015.1,0,0,0,0,0,0
MSTRG.510|Solyc01g009010.3,5429,6021,4261,1522,2068,1909
MSTRG.512|Solyc01g009020.3,2911,3119,2757,7491,9426,10235
MSTRG.515|Solyc01g009040.3,275,421,196,4660,5821,6301
MSTRG.513|Solyc01g009030.3,1056,1275,829,5570,7208,6833
MSTRG.516|Solyc01g009050.3,3941,4628,3464,6390,8121,7242
MSTRG.514|Solyc01g009060.3,2425,2892,1646,5152,6379,6326
MSTRG.518|Solyc01g009070.3,1043,1158,933,2296,2939,2462
MSTRG.517|Solyc01g009080.3,19833,22264,18936,0,0,17
MSTRG.519|Solyc01g009090.3,6786,7491,5392,17541,20979,19531
MSTRG.520|Solyc01g009100.3,8474,9662,6919,22216,28401,28264
MSTRG.523|Solyc01g009120.3,2597,2921,2135,908,1133,990
MSTRG.522|Solyc01g009160.2,59,68,77,7856,8833,13587
MSTRG.521|Solyc01g009150.3,1044,1042,815,2007,2420,2671
MSTRG.524|Solyc01g009170.3,6976,7047,5004,23798,32741,28042
Solyc01g009190.2|Solyc01g009190.2,10,0,0,20,13,21
MSTRG.527|Solyc01g009210.2,0,0,0,0,43,20
MSTRG.528|Solyc01g009215.1,0,4,0,311,360,357
MSTRG.526|Solyc01g009200.3,225,215,184,1223,1433,1536
MSTRG.525|Solyc01g009180.3,3709,4302,2907,7201,9561,8771
Solyc01g009220.3|Solyc01g009220.3,73,95,62,64,82,89
Solyc01g009240.3|Solyc01g009240.3,28,89,62,37,48,27
MSTRG.530|Solyc01g009235.1,6118,6612,5071,8789,11590,9454
MSTRG.530|Solyc01g009230.3,0,0,0,0,0,0
Solyc01g009250.3|Solyc01g009250.3,20,19,36,15,15,14
Solyc01g009270.1|Solyc01g009270.1,18,15,3,0,9,14
Solyc01g009260.1|Solyc01g009260.1,33,66,51,22,51,57
MSTRG.529|Solyc01g009245.1,1717,2018,1688,0,0,0
MSTRG.531|Solyc01g009280.3,5427,6099,3902,9790,13410,11489
MSTRG.532|Solyc01g009290.3,1570,2126,1384,4137,5523,4976
MSTRG.533|Solyc01g009300.3,2590,2956,2048,19189,26130,23398
Solyc01g009335.1|Solyc01g009335.1,8,11,7,0,3,0
Solyc01g009350.2|Solyc01g009350.2,0,0,0,0,0,0
Solyc01g009340.3|Solyc01g009340.3,82,82,62,155,155,128
MSTRG.534|Solyc01g009310.3,4119,4537,2951,23703,28747,28819
MSTRG.536|Solyc01g009380.3,1513,1912,1560,3062,3783,3367
MSTRG.537|Solyc01g009390.3,699,790,504,2030,2442,2055
MSTRG.538|Solyc01g009400.3,0,0,0,750,1237,838
MSTRG.538|Solyc01g009410.3,0,0,0,1963,2675,3090
MSTRG.539|Solyc01g009430.3,4116,3913,2374,1491,1461,1389
MSTRG.540|Solyc01g009420.3,15752,17307,12135,26366,36567,34582
MSTRG.541|Solyc01g009450.2,6552,7058,5267,10175,13105,12283
Solyc01g009480.3|Solyc01g009480.3,8,6,0,135,115,176
MSTRG.542,2681,2460,1941,14166,17117,18251
MSTRG.546|Solyc01g009500.3,1677,2054,1416,2743,3858,4304
MSTRG.544|Solyc01g009520.3,11897,14530,10327,27376,34635,35032
MSTRG.545|Solyc01g009565.1,0,0,0,0,0,0
MSTRG.545|Solyc01g009570.3,2498,2899,2384,0,17,1
MSTRG.548|Solyc01g009610.3,1116,1350,857,2716,3224,3469
MSTRG.549|Solyc01g009620.3,858,1010,756,1755,2053,2113
MSTRG.550|Solyc01g009630.3,1780,1923,1644,3923,4942,4921
Solyc01g009710.1|Solyc01g009710.1,25,20,24,0,0,0
MSTRG.552|Solyc01g009680.3,36,177,55,373,436,356
MSTRG.554|Solyc01g009695.1,0,0,0,0,0,0
MSTRG.553|Solyc01g009690.2,52,63,23,292,425,277
MSTRG.555|Solyc01g009700.2,17,9,3,89,82,66
MSTRG.556|Solyc01g009715.1,125,140,60,1167,1473,1333
MSTRG.556|Solyc01g009720.2,4,2,2,3,7,2
MSTRG.551|Solyc01g009670.3,1949,2900,2005,334,490,411
MSTRG.557|Solyc01g009760.3,193,288,164,1281,1654,1392
MSTRG.560|Solyc01g009770.3,151,145,131,1861,2206,2030
MSTRG.558|Solyc01g009750.3,2418,2769,2236,7395,9955,8838
MSTRG.561|Solyc01g009810.3,8,0,0,897,1166,896
MSTRG.559|Solyc01g009780.3,691,699,688,3263,4630,4185
MSTRG.562|Solyc01g009820.3,2453,2759,1925,3642,5039,4181
MSTRG.564|Solyc01g009850.3,939,89,1009,1215,594,2451
MSTRG.564|Solyc01g009845.1,364,1353,559,2254,3656,2428
Solyc01g009900.3|Solyc01g009900.3,8,0,0,0,0,0
MSTRG.565|Solyc01g009860.3,3483,3990,3192,7690,8607,8303
MSTRG.568|Solyc01g009970.3,5013,5695,4767,1711,1951,1826
MSTRG.570|Solyc01g010020.3,204,160,82,1399,1994,2156
MSTRG.571|Solyc01g010000.3,4421,4622,2850,3843,4672,4383
MSTRG.575|Solyc01g010030.3,2552,2518,1908,4692,5741,5686
MSTRG.576|Solyc01g010035.1,6,0,0,3,9,5
MSTRG.569|Solyc01g009990.3,63936,73022,55165,9966,11820,12459
MSTRG.578|Solyc01g010130.3,0,0,0,0,0,0
MSTRG.578|Solyc01g010135.1,1227,1666,1225,3209,4482,3783
MSTRG.579|Solyc01g010150.3,381,418,221,1591,2034,1749
MSTRG.573|Solyc01g010050.3,13611,15372,10214,8421,10053,8845
MSTRG.573|Solyc01g010055.1,109,128,74,46,48,35
MSTRG.574|Solyc01g010060.2,20,4,0,468,922,908
MSTRG.580|Solyc01g010190.2,265,255,169,1669,2056,1821
MSTRG.581|Solyc01g010180.3,2747,3960,2718,637,747,857
MSTRG.583|Solyc01g010200.3,922,932,570,5182,5717,5964
MSTRG.582|Solyc01g010220.3,280,257,206,861,1115,969
MSTRG.584|Solyc01g010230.2,342,499,275,4753,5550,5370
MSTRG.585|Solyc01g010250.3,440,513,376,22,27,26
Solyc01g010280.3|Solyc01g010280.3,4,4,0,0,10,0
MSTRG.586|Solyc01g010270.3,1899,2066,1440,6656,8618,9090
MSTRG.587|Solyc01g010290.3,686,732,537,5088,6549,6030
MSTRG.587|Solyc01g010295.1,1,2,1,7,13,6
Solyc01g010360.3|Solyc01g010360.3,3,0,0,17,0,0
MSTRG.588|Solyc01g010310.3,291,294,195,4760,5491,5915
MSTRG.589,133,263,170,23,57,28
MSTRG.591|Solyc01g010370.3,787,815,676,2418,3204,3115
Solyc01g010410.3|Solyc01g010410.3,11,11,0,4,24,8
MSTRG.592|Solyc01g010390.3,1201,1312,741,4490,6271,5470
MSTRG.593|Solyc01g010420.3,0,0,0,4,9,4
MSTRG.593|Solyc01g010430.3,94,122,140,3588,7353,5826
MSTRG.594|Solyc01g010440.3,3428,4084,3179,12230,14262,14106
Solyc01g010500.2|Solyc01g010500.2,16,0,14,0,0,0
Solyc01g010508.1|Solyc01g010508.1,2,7,9,10,6,7
Solyc01g010510.3|Solyc01g010510.3,257,282,251,498,617,552
MSTRG.595|Solyc01g010465.1,0,0,0,0,0,0
MSTRG.595|Solyc01g010470.2,5134,5913,4348,1549,2287,1590
MSTRG.595|Solyc01g010460.3,177,24,136,20,3,53
MSTRG.596|Solyc01g010480.3,12206,17098,14344,229,362,280
MSTRG.598|Solyc01g010520.3,2567,2815,1908,335,587,521
MSTRG.598|Solyc01g010525.1,17,18,22,0,5,0
Solyc01g010600.3|Solyc01g010600.3,4,0,8,14,8,6
MSTRG.602|Solyc01g010590.2,741,775,599,3300,4320,4306
MSTRG.597|Solyc01g010540.3,6705,7539,5557,16539,19909,20841
Solyc01g010550.1|Solyc01g010550.1,0,0,0,0,0,0
MSTRG.599|Solyc01g010570.3,771,991,817,1806,2122,2097
MSTRG.600|Solyc01g010580.3,9848,11225,7661,33851,40817,40638
MSTRG.603|Solyc01g010650.3,910,1066,840,3429,4203,4207
MSTRG.604|Solyc01g010660.3,698,786,587,2167,3716,3295
MSTRG.601|Solyc01g010640.3,19706,20772,15823,666,783,812
MSTRG.609|Solyc01g010720.3,264,352,325,10143,12902,11798
MSTRG.609|Solyc01g010710.3,1,4,0,27,29,36
Solyc01g010670.2|Solyc01g010670.2,0,0,0,0,0,0
Solyc01g010690.1|Solyc01g010690.1,0,0,0,0,0,0
MSTRG.605|Solyc01g010700.3,3898,4333,3172,919,1240,1176
MSTRG.606|Solyc01g010750.3,11812,11792,8549,62390,82829,72185
MSTRG.607|Solyc01g010760.3,3860,3665,2555,15196,18128,19394
MSTRG.608|Solyc01g010770.3,125,193,87,1315,2403,1314
MSTRG.611|Solyc01g010780.3,2461,2901,2191,6577,7818,7636
MSTRG.610|Solyc01g010810.3,471,527,402,1986,2193,2363
MSTRG.613|Solyc01g010860.3,737,816,454,2158,2434,2558
MSTRG.612|Solyc01g010820.3,3729,4298,3200,6694,8434,8120
MSTRG.614|Solyc01g010830.3,1929,2083,1560,1818,1889,2135
MSTRG.614|Solyc01g010835.1,1,4,0,4,9,10
Solyc01g010910.2|Solyc01g010910.2,13,15,18,0,9,0
MSTRG.615|Solyc01g010870.3,3463,3897,2876,7722,11039,10230
MSTRG.616|Solyc01g010880.3,535,619,494,1443,1758,1644
MSTRG.617,32,37,91,87,85,146
MSTRG.618|Solyc01g010930.3,347,391,309,1057,1312,1175
MSTRG.618|Solyc01g010920.2,3,2,1,2,1,2
MSTRG.619|Solyc01g010933.1,3,0,0,26,45,17
MSTRG.620|Solyc01g010937.1,3,4,0,1,0,0
MSTRG.621,59,65,46,78,37,45
MSTRG.622|Solyc01g010940.3,1453,1501,1336,5212,6685,6832
MSTRG.624|Solyc01g010950.3,1576,2010,1387,397,564,543
MSTRG.623,425,799,569,42,93,48
MSTRG.625|Solyc01g010970.3,94,151,115,817,971,878
MSTRG.626|Solyc01g010990.2,2481,2902,1666,4265,6278,5601
MSTRG.628|Solyc01g011010.3,75,86,120,226,253,290
MSTRG.629|Solyc01g011030.3,642,738,516,1261,1436,1377
MSTRG.629|Solyc01g011025.1,2,0,1,2,0,0
MSTRG.627|Solyc01g011000.3,10810,13254,9846,31006,37376,38005
MSTRG.631|Solyc01g011080.3,90,43,48,639,531,511
MSTRG.632,33,42,60,36,146,137
MSTRG.630|Solyc01g011040.3,3242,3954,2659,9761,13564,12335
MSTRG.633|Solyc01g011095.1,105,102,75,188,272,263
MSTRG.634|Solyc01g011110.1,0,0,0,0,0,0
Solyc01g011200.3|Solyc01g011200.3,31,14,31,85,71,48
Solyc01g011220.2|Solyc01g011220.2,14,24,23,52,71,55
Solyc01g011225.1|Solyc01g011225.1,6,0,0,0,52,10
Solyc01g011230.3|Solyc01g011230.3,14,12,9,16,33,24
MSTRG.635|Solyc01g011090.3,0,0,0,0,0,2
MSTRG.635|Solyc01g011092.1,0,0,0,1,2,0
MSTRG.635|Solyc01g011093.1,0,0,0,0,0,0
MSTRG.635|Solyc01g011091.1,5855,7104,5126,12786,17941,14880
MSTRG.638|Solyc01g011430.3,22,12,0,1084,1549,1230
Solyc01g011460.2|Solyc01g011460.2,8,10,0,0,0,0
MSTRG.636|Solyc01g011340.3,4477,6167,4335,9707,11726,12002
MSTRG.637|Solyc01g011350.3,1631,1397,1000,9110,12066,12377
MSTRG.639,5,2,0,53,63,91
MSTRG.640,141,131,110,458,539,523
MSTRG.640|Solyc01g013885.1,13,30,13,40,68,60
MSTRG.641,58,96,56,416,438,414
MSTRG.643|Solyc01g014143.1,0,2,2,0,8,0
MSTRG.643|Solyc01g014150.1,0,0,0,0,0,0
MSTRG.643|Solyc01g014140.3,186,155,114,161,152,100
MSTRG.642|Solyc01g014103.1,2796,3128,1929,1880,2204,2361
MSTRG.642|Solyc01g014107.1,2,2,0,1,0,0
MSTRG.649|Solyc01g011510.3,1636,3286,2365,710,1019,1022
MSTRG.650|Solyc01g011520.1,0,0,0,0,0,0
MSTRG.651|Solyc01g011530.1,0,0,0,0,0,0
MSTRG.652|Solyc01g011540.1,0,0,0,0,0,0
MSTRG.653|Solyc01g012540.1,0,0,0,0,0,0
MSTRG.654|Solyc01g012550.1,0,0,0,0,0,0
